CG/TG,CONSUMER_ID,PRODUCT_ID,PRICE,TRX_DATE,Offer_Type,Type,Validity,Voice_Benefit,Data_Benefit,Voice_Price,Data_Price,Combo_Price,Product_Description
TG,68719489294,P130,35,29-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949688670,P130,302,18-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,377,16-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129563421,P130,85,26-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719480455,P130,181,21-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,209,04-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,5,20-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,146,03-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489321330,P130,26,28-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949703060,P130,309,03-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,13532,P130,139,15-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,336,03-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,104,28-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,26905,P130,229,04-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589947420,P130,370,16-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309452527,P130,240,20-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359784249,P130,8,31-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,485,13-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719510392,P130,246,05-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949694310,P130,100,20-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,266,17-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769835900,P130,50,29-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179899486,P130,473,29-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,49378,P130,120,03-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309429912,P130,289,28-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719510354,P130,395,22-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,146,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,419,28-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,10,16-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489318329,P130,498,14-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,257,01-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949682154,P130,283,19-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,185,28-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539608927,P130,28,23-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,36982,P130,85,22-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,173,15-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769804199,P130,58,03-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,369,23-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179889660,P130,251,23-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719521510,P130,232,04-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,321,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,237,18-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,52,17-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,37,20-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,19545,P130,302,02-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,467,19-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899373559,P130,108,04-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,481,19-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589949644,P130,467,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,380,27-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489284222,P130,179,26-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489313032,P130,220,27-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,41919,P130,424,01-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,181,28-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309430833,P130,8,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,180,25-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949701012,P130,32,22-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719496821,P130,119,02-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129570247,P130,16,30-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719477560,P130,378,16-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719481564,P130,10,03-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,64,13-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129548967,P130,279,15-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769814557,P130,351,20-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,93,16-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,152,01-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,234,20-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589977910,P130,29,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,31,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,154,14-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,138,20-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,390,27-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309454855,P130,128,19-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,161,14-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129583140,P130,60,04-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719532210,P130,78,17-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,191,16-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,329,21-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309451719,P130,71,28-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359755538,P130,238,01-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359744972,P130,18,03-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,137,19-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129547568,P130,372,27-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179885701,P130,447,02-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179872996,P130,426,27-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,177,01-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,440,21-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,340,28-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,383,15-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129568645,P130,213,04-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,172,18-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,416,05-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719511819,P130,472,27-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489320863,P130,266,13-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539656227,P130,228,31-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,105,21-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899382051,P130,305,14-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,127,29-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899381660,P130,75,19-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,89,17-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,53,27-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,341,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899354923,P130,305,23-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129583523,P130,321,17-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899359248,P130,403,15-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,121,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359764666,P130,116,18-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,218,29-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719489569,P130,54,20-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,247,31-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129559375,P130,377,24-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,396,19-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539640314,P130,394,02-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539631595,P130,478,14-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489287626,P130,198,01-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,304,14-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359739755,P130,392,30-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769815590,P130,390,01-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,36831,P130,344,21-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539624699,P130,113,20-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,380,25-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769834784,P130,97,14-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899401587,P130,137,23-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,371,16-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539652857,P130,267,29-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,303,15-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,109,02-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,368,22-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34809,P130,96,02-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,288,02-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309429639,P130,278,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,146,13-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,438,14-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769824553,P130,252,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,5166,P130,290,17-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179903868,P130,225,05-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179872573,P130,325,16-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,2923,P130,181,31-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179915504,P130,67,26-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359793728,P130,70,29-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589940824,P130,139,30-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,380,23-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,190,14-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769844013,P130,132,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719518765,P130,122,16-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,138,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489321341,P130,119,03-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719504891,P130,438,21-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,197,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,243,23-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309414916,P130,284,15-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179872830,P130,339,19-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,217,25-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719484488,P130,145,23-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,486,19-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899349253,P130,200,22-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,159,19-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769829730,P130,335,30-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,217,02-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769814050,P130,75,25-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,180,04-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,101,31-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949694940,P130,384,03-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,259,30-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719520790,P130,188,01-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,41,05-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899385755,P130,127,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,209,21-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,336,29-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,169,13-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,325,17-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489311667,P130,90,05-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,31,03-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,230,25-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489299336,P130,352,01-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359781398,P130,291,03-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129563256,P130,155,20-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899391457,P130,174,16-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589947393,P130,468,31-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899364068,P130,17,01-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489323182,P130,417,24-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769825836,P130,123,15-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489294628,P130,425,27-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489289422,P130,172,26-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309415467,P130,55,02-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539631062,P130,350,16-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,404,24-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,196,03-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489307239,P130,488,30-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,396,20-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309448083,P130,27,18-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589950135,P130,431,17-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,4993,P130,86,15-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,342,24-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899353546,P130,326,23-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,88,03-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,85,30-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,85,27-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,349,23-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769845106,P130,208,29-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,497,22-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949678146,P130,180,26-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,15,31-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,468,16-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,256,01-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,10,14-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,344,05-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,89,20-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309446461,P130,489,15-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589960395,P130,167,02-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,20179,P130,169,15-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,380,30-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,231,21-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309438746,P130,330,05-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,412,04-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179924686,P130,232,26-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589970692,P130,373,22-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899387744,P130,314,20-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129584305,P130,255,23-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359778454,P130,392,14-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899393742,P130,281,17-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,8,13-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,421,21-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,341,15-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,30,19-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,48573,P130,186,27-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,212,27-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489310359,P130,31,31-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,376,02-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,186,13-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,473,31-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,302,01-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,371,25-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,361,14-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949704981,P130,248,25-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359779311,P130,273,15-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769809576,P130,255,22-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899399214,P130,286,28-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,36198,P130,249,05-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,308,21-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489286327,P130,369,31-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,45166,P130,335,21-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539644519,P130,377,22-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539655764,P130,143,20-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,67,01-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489299252,P130,326,19-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,375,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539657186,P130,290,16-03-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129574417,P130,100,01-05-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,313,14-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,163,13-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,164,22-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899388010,P130,230,19-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,406,05-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,306,29-04-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489291785,P130,132,14-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,32,24-02-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359790063,P130,121,05-01-2022,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
